"","Date","sulfate","nitrate","ID"
"107","2003-04-17",NA,NA,70
"108","2003-04-18",NA,NA,70
"109","2003-04-19",NA,NA,70
"110","2003-04-20",NA,NA,70
"111","2003-04-21",NA,NA,70
"112","2003-04-22",NA,NA,70
"113","2003-04-23",NA,NA,70
"114","2003-04-24",NA,NA,70
"115","2003-04-25",NA,NA,70
"116","2003-04-26",NA,NA,70
"117","2003-04-27",0.905,0.233,70
"118","2003-04-28",NA,NA,70
"119","2003-04-29",NA,NA,70
"120","2003-04-30",NA,NA,70
"121","2003-05-01",NA,NA,70
"122","2003-05-02",NA,NA,70
"123","2003-05-03",NA,NA,70
"124","2003-05-04",NA,NA,70
"125","2003-05-05",NA,NA,70
"126","2003-05-06",NA,NA,70
"127","2003-05-07",NA,NA,70
"128","2003-05-08",NA,NA,70
"129","2003-05-09",NA,NA,70
"130","2003-05-10",NA,NA,70
"131","2003-05-11",NA,NA,70
"132","2003-05-12",NA,NA,70
"133","2003-05-13",NA,NA,70
"134","2003-05-14",NA,NA,70
"135","2003-05-15",0.545,0.183,70
"136","2003-05-16",NA,NA,70
"137","2003-05-17",NA,NA,70
"138","2003-05-18",NA,NA,70
"139","2003-05-19",NA,NA,70
"140","2003-05-20",NA,NA,70
"141","2003-05-21",NA,NA,70
"142","2003-05-22",NA,NA,70
"143","2003-05-23",NA,NA,70
"144","2003-05-24",NA,NA,70
"145","2003-05-25",NA,NA,70
"146","2003-05-26",NA,NA,70
"147","2003-05-27",NA,NA,70
"148","2003-05-28",NA,NA,70
"149","2003-05-29",NA,NA,70
"150","2003-05-30",NA,NA,70
"151","2003-05-31",NA,NA,70
"152","2003-06-01",NA,NA,70
"153","2003-06-02",2.22,0.372,70
"154","2003-06-03",NA,NA,70
"155","2003-06-04",NA,NA,70
"156","2003-06-05",NA,NA,70
"157","2003-06-06",NA,NA,70
"158","2003-06-07",NA,NA,70
"159","2003-06-08",NA,NA,70
"160","2003-06-09",NA,NA,70
"161","2003-06-10",NA,NA,70
"162","2003-06-11",NA,NA,70
"163","2003-06-12",NA,NA,70
"164","2003-06-13",NA,NA,70
"165","2003-06-14",NA,NA,70
"166","2003-06-15",NA,NA,70
"167","2003-06-16",NA,NA,70
"168","2003-06-17",NA,NA,70
"169","2003-06-18",NA,NA,70
"170","2003-06-19",NA,NA,70
"171","2003-06-20",NA,NA,70
"172","2003-06-21",NA,NA,70
"173","2003-06-22",NA,NA,70
"174","2003-06-23",NA,NA,70
"175","2003-06-24",NA,NA,70
"176","2003-06-25",NA,NA,70
"177","2003-06-26",0.485,0.237,70
"178","2003-06-27",NA,NA,70
"179","2003-06-28",NA,NA,70
"180","2003-06-29",NA,NA,70
"181","2003-06-30",NA,NA,70
"182","2003-07-01",NA,NA,70
"183","2003-07-02",0.893,0.179,70
"184","2003-07-03",NA,NA,70
"185","2003-07-04",NA,NA,70
"186","2003-07-05",NA,NA,70
"187","2003-07-06",NA,NA,70
"188","2003-07-07",NA,NA,70
"189","2003-07-08",NA,NA,70
"190","2003-07-09",NA,NA,70
"191","2003-07-10",NA,NA,70
"192","2003-07-11",NA,NA,70
"193","2003-07-12",NA,NA,70
"194","2003-07-13",NA,NA,70
"195","2003-07-14",NA,NA,70
"196","2003-07-15",NA,NA,70
"197","2003-07-16",NA,NA,70
"198","2003-07-17",NA,NA,70
"199","2003-07-18",NA,NA,70
"200","2003-07-19",NA,NA,70
"201","2003-07-20",NA,NA,70
"202","2003-07-21",NA,NA,70
"203","2003-07-22",NA,NA,70
"204","2003-07-23",NA,NA,70
"205","2003-07-24",NA,NA,70
"206","2003-07-25",NA,NA,70
"207","2003-07-26",1.07,0.362,70
"208","2003-07-27",NA,NA,70
"209","2003-07-28",NA,NA,70
"210","2003-07-29",NA,NA,70
"211","2003-07-30",NA,NA,70
"212","2003-07-31",NA,NA,70
"213","2003-08-01",NA,NA,70
"214","2003-08-02",NA,NA,70
"215","2003-08-03",NA,NA,70
"216","2003-08-04",NA,NA,70
"217","2003-08-05",NA,NA,70
"218","2003-08-06",NA,NA,70
"219","2003-08-07",NA,NA,70
"220","2003-08-08",NA,NA,70
"221","2003-08-09",NA,NA,70
"222","2003-08-10",NA,NA,70
"223","2003-08-11",NA,NA,70
"224","2003-08-12",NA,NA,70
"225","2003-08-13",NA,NA,70
"226","2003-08-14",NA,NA,70
"227","2003-08-15",NA,NA,70
"228","2003-08-16",NA,NA,70
"229","2003-08-17",NA,NA,70
"230","2003-08-18",NA,NA,70
"231","2003-08-19",NA,NA,70
"232","2003-08-20",NA,NA,70
"233","2003-08-21",NA,NA,70
"234","2003-08-22",NA,NA,70
"235","2003-08-23",NA,NA,70
"236","2003-08-24",NA,NA,70
"237","2003-08-25",NA,0.334,70
"238","2003-08-26",NA,NA,70
"239","2003-08-27",NA,NA,70
"240","2003-08-28",NA,NA,70
"241","2003-08-29",NA,NA,70
"242","2003-08-30",NA,NA,70
"243","2003-08-31",NA,NA,70
"244","2003-09-01",NA,NA,70
"245","2003-09-02",NA,NA,70
"246","2003-09-03",NA,NA,70
"247","2003-09-04",NA,NA,70
"248","2003-09-05",NA,NA,70
"249","2003-09-06",0.717,0.113,70
"250","2003-09-07",NA,NA,70
"251","2003-09-08",NA,NA,70
"252","2003-09-09",NA,NA,70
"253","2003-09-10",NA,NA,70
"254","2003-09-11",NA,NA,70
"255","2003-09-12",NA,NA,70
"256","2003-09-13",NA,NA,70
"257","2003-09-14",NA,NA,70
"258","2003-09-15",NA,NA,70
"259","2003-09-16",NA,NA,70
"260","2003-09-17",NA,NA,70
"261","2003-09-18",NA,NA,70
"262","2003-09-19",NA,NA,70
"263","2003-09-20",NA,NA,70
"264","2003-09-21",NA,NA,70
"265","2003-09-22",NA,NA,70
"266","2003-09-23",NA,NA,70
"267","2003-09-24",2.19,0.0976,70
"268","2003-09-25",NA,NA,70
"269","2003-09-26",NA,NA,70
"270","2003-09-27",NA,NA,70
"271","2003-09-28",NA,NA,70
"272","2003-09-29",NA,NA,70
"273","2003-09-30",3.06,0.328,70
"274","2003-10-01",NA,NA,70
"275","2003-10-02",NA,NA,70
"276","2003-10-03",NA,NA,70
"277","2003-10-04",NA,NA,70
"278","2003-10-05",NA,NA,70
"279","2003-10-06",NA,NA,70
"280","2003-10-07",NA,NA,70
"281","2003-10-08",NA,NA,70
"282","2003-10-09",NA,NA,70
"283","2003-10-10",NA,NA,70
"284","2003-10-11",NA,NA,70
"285","2003-10-12",NA,NA,70
"286","2003-10-13",NA,NA,70
"287","2003-10-14",NA,NA,70
"288","2003-10-15",NA,NA,70
"289","2003-10-16",NA,NA,70
"290","2003-10-17",NA,NA,70
"291","2003-10-18",1.12,0.437,70
"292","2003-10-19",NA,NA,70
"293","2003-10-20",NA,NA,70
"294","2003-10-21",NA,NA,70
"295","2003-10-22",NA,NA,70
"296","2003-10-23",NA,NA,70
"297","2003-10-24",0.993,0.156,70
"298","2003-10-25",NA,NA,70
"299","2003-10-26",NA,NA,70
"300","2003-10-27",NA,NA,70
"301","2003-10-28",NA,NA,70
"302","2003-10-29",NA,NA,70
"303","2003-10-30",2,0.448,70
"304","2003-10-31",NA,NA,70
"305","2003-11-01",NA,NA,70
"306","2003-11-02",NA,NA,70
"307","2003-11-03",NA,NA,70
"308","2003-11-04",NA,NA,70
"309","2003-11-05",NA,NA,70
"310","2003-11-06",NA,NA,70
"311","2003-11-07",NA,NA,70
"312","2003-11-08",NA,NA,70
"313","2003-11-09",NA,NA,70
"314","2003-11-10",NA,NA,70
"315","2003-11-11",NA,NA,70
"316","2003-11-12",NA,NA,70
"317","2003-11-13",NA,NA,70
"318","2003-11-14",NA,NA,70
"319","2003-11-15",NA,NA,70
"320","2003-11-16",NA,NA,70
"321","2003-11-17",NA,NA,70
"322","2003-11-18",NA,NA,70
"323","2003-11-19",NA,NA,70
"324","2003-11-20",NA,NA,70
"325","2003-11-21",NA,NA,70
"326","2003-11-22",NA,NA,70
"327","2003-11-23",NA,NA,70
"328","2003-11-24",NA,NA,70
"329","2003-11-25",NA,NA,70
"330","2003-11-26",NA,NA,70
"331","2003-11-27",NA,NA,70
"332","2003-11-28",NA,NA,70
"333","2003-11-29",NA,NA,70
"334","2003-11-30",NA,NA,70
"335","2003-12-01",NA,NA,70
"336","2003-12-02",NA,NA,70
"337","2003-12-03",NA,NA,70
"338","2003-12-04",NA,NA,70
"339","2003-12-05",NA,NA,70
"340","2003-12-06",NA,NA,70
"341","2003-12-07",NA,NA,70
"342","2003-12-08",NA,NA,70
"343","2003-12-09",NA,NA,70
"344","2003-12-10",NA,NA,70
"345","2003-12-11",NA,NA,70
"346","2003-12-12",NA,NA,70
"347","2003-12-13",NA,NA,70
"348","2003-12-14",NA,NA,70
"349","2003-12-15",NA,NA,70
"350","2003-12-16",NA,NA,70
"351","2003-12-17",0.391,0.175,70
"352","2003-12-18",NA,NA,70
"353","2003-12-19",NA,NA,70
"354","2003-12-20",NA,NA,70
"355","2003-12-21",NA,NA,70
"356","2003-12-22",NA,NA,70
"357","2003-12-23",NA,NA,70
"358","2003-12-24",NA,NA,70
"359","2003-12-25",NA,NA,70
"360","2003-12-26",NA,NA,70
"361","2003-12-27",NA,NA,70
"362","2003-12-28",NA,NA,70
"363","2003-12-29",1.04,0.348,70
"364","2003-12-30",NA,NA,70
"365","2003-12-31",NA,NA,70
"366","2004-01-01",NA,NA,70
"367","2004-01-02",NA,NA,70
"368","2004-01-03",NA,NA,70
"369","2004-01-04",NA,NA,70
"370","2004-01-05",NA,NA,70
"371","2004-01-06",NA,NA,70
"372","2004-01-07",NA,NA,70
"373","2004-01-08",NA,NA,70
"374","2004-01-09",NA,NA,70
"375","2004-01-10",NA,NA,70
"376","2004-01-11",NA,NA,70
"377","2004-01-12",NA,NA,70
"378","2004-01-13",NA,NA,70
"379","2004-01-14",NA,NA,70
"380","2004-01-15",NA,NA,70
"381","2004-01-16",NA,NA,70
"382","2004-01-17",NA,NA,70
"383","2004-01-18",NA,NA,70
"384","2004-01-19",NA,NA,70
"385","2004-01-20",NA,NA,70
"386","2004-01-21",NA,NA,70
"387","2004-01-22",NA,NA,70
"388","2004-01-23",NA,NA,70
"389","2004-01-24",NA,NA,70
"390","2004-01-25",NA,NA,70
"391","2004-01-26",NA,NA,70
"392","2004-01-27",NA,NA,70
"393","2004-01-28",NA,NA,70
"394","2004-01-29",NA,NA,70
"395","2004-01-30",NA,NA,70
"396","2004-01-31",NA,NA,70
"397","2004-02-01",NA,NA,70
"398","2004-02-02",NA,NA,70
"399","2004-02-03",NA,NA,70
"400","2004-02-04",NA,NA,70
"401","2004-02-05",NA,NA,70
"402","2004-02-06",NA,NA,70
"403","2004-02-07",NA,NA,70
"404","2004-02-08",NA,NA,70
"405","2004-02-09",1.88,0.246,70
"406","2004-02-10",NA,NA,70
"407","2004-02-11",NA,NA,70
"408","2004-02-12",NA,NA,70
"409","2004-02-13",NA,NA,70
"410","2004-02-14",NA,NA,70
"411","2004-02-15",2.18,0.174,70
"412","2004-02-16",NA,NA,70
"413","2004-02-17",NA,NA,70
"414","2004-02-18",NA,NA,70
"415","2004-02-19",NA,NA,70
"416","2004-02-20",NA,NA,70
"417","2004-02-21",NA,NA,70
"418","2004-02-22",NA,NA,70
"419","2004-02-23",NA,NA,70
"420","2004-02-24",NA,NA,70
"421","2004-02-25",NA,NA,70
"422","2004-02-26",NA,NA,70
"423","2004-02-27",NA,NA,70
"424","2004-02-28",NA,NA,70
"425","2004-02-29",NA,NA,70
"426","2004-03-01",NA,NA,70
"427","2004-03-02",NA,NA,70
"428","2004-03-03",NA,NA,70
"429","2004-03-04",NA,NA,70
"430","2004-03-05",NA,NA,70
"431","2004-03-06",NA,NA,70
"432","2004-03-07",NA,NA,70
"433","2004-03-08",NA,NA,70
"434","2004-03-09",NA,NA,70
"435","2004-03-10",NA,NA,70
"436","2004-03-11",NA,NA,70
"437","2004-03-12",NA,NA,70
"438","2004-03-13",NA,NA,70
"439","2004-03-14",NA,NA,70
"440","2004-03-15",NA,NA,70
"441","2004-03-16",0.561,0.186,70
"442","2004-03-17",NA,NA,70
"443","2004-03-18",NA,NA,70
"444","2004-03-19",NA,NA,70
"445","2004-03-20",NA,NA,70
"446","2004-03-21",NA,NA,70
"447","2004-03-22",NA,NA,70
"448","2004-03-23",NA,NA,70
"449","2004-03-24",NA,NA,70
"450","2004-03-25",NA,NA,70
"451","2004-03-26",NA,NA,70
"452","2004-03-27",NA,NA,70
"453","2004-03-28",NA,NA,70
"454","2004-03-29",NA,NA,70
"455","2004-03-30",NA,NA,70
"456","2004-03-31",NA,NA,70
"457","2004-04-01",NA,NA,70
"458","2004-04-02",NA,NA,70
"459","2004-04-03",NA,NA,70
"460","2004-04-04",NA,NA,70
"461","2004-04-05",NA,NA,70
"462","2004-04-06",NA,NA,70
"463","2004-04-07",NA,NA,70
"464","2004-04-08",NA,NA,70
"465","2004-04-09",NA,NA,70
"466","2004-04-10",NA,NA,70
"467","2004-04-11",NA,NA,70
"468","2004-04-12",NA,NA,70
"469","2004-04-13",NA,NA,70
"470","2004-04-14",NA,NA,70
"471","2004-04-15",NA,NA,70
"472","2004-04-16",NA,NA,70
"473","2004-04-17",NA,NA,70
"474","2004-04-18",NA,NA,70
"475","2004-04-19",NA,NA,70
"476","2004-04-20",NA,NA,70
"477","2004-04-21",0.854,0.213,70
"478","2004-04-22",NA,NA,70
"479","2004-04-23",NA,NA,70
"480","2004-04-24",NA,NA,70
"481","2004-04-25",NA,NA,70
"482","2004-04-26",NA,NA,70
"483","2004-04-27",NA,NA,70
"484","2004-04-28",NA,NA,70
"485","2004-04-29",NA,NA,70
"486","2004-04-30",NA,NA,70
"487","2004-05-01",NA,NA,70
"488","2004-05-02",NA,NA,70
"489","2004-05-03",NA,NA,70
"490","2004-05-04",NA,NA,70
"491","2004-05-05",NA,NA,70
"492","2004-05-06",NA,NA,70
"493","2004-05-07",NA,NA,70
"494","2004-05-08",NA,NA,70
"495","2004-05-09",1.1,0.305,70
"496","2004-05-10",NA,NA,70
"497","2004-05-11",NA,NA,70
"498","2004-05-12",NA,NA,70
"499","2004-05-13",NA,NA,70
"500","2004-05-14",NA,NA,70
"501","2004-05-15",0.684,0.231,70
"502","2004-05-16",NA,NA,70
"503","2004-05-17",NA,NA,70
"504","2004-05-18",NA,NA,70
"505","2004-05-19",NA,NA,70
"506","2004-05-20",NA,NA,70
"507","2004-05-21",1.44,0.553,70
"508","2004-05-22",NA,NA,70
"509","2004-05-23",NA,NA,70
"510","2004-05-24",NA,NA,70
"511","2004-05-25",NA,NA,70
"512","2004-05-26",NA,NA,70
"513","2004-05-27",NA,NA,70
"514","2004-05-28",NA,NA,70
"515","2004-05-29",NA,NA,70
"516","2004-05-30",NA,NA,70
"517","2004-05-31",NA,NA,70
"518","2004-06-01",NA,NA,70
"519","2004-06-02",NA,NA,70
"520","2004-06-03",NA,NA,70
"521","2004-06-04",NA,NA,70
"522","2004-06-05",NA,NA,70
"523","2004-06-06",NA,NA,70
"524","2004-06-07",NA,NA,70
"525","2004-06-08",NA,NA,70
"526","2004-06-09",NA,NA,70
"527","2004-06-10",NA,NA,70
"528","2004-06-11",NA,NA,70
"529","2004-06-12",NA,NA,70
"530","2004-06-13",NA,NA,70
"531","2004-06-14",NA,NA,70
"532","2004-06-15",NA,NA,70
"533","2004-06-16",NA,NA,70
"534","2004-06-17",NA,NA,70
"535","2004-06-18",NA,NA,70
"536","2004-06-19",NA,NA,70
"537","2004-06-20",NA,NA,70
"538","2004-06-21",NA,NA,70
"539","2004-06-22",NA,NA,70
"540","2004-06-23",NA,NA,70
"541","2004-06-24",NA,NA,70
"542","2004-06-25",NA,NA,70
"543","2004-06-26",NA,NA,70
"544","2004-06-27",NA,NA,70
"545","2004-06-28",NA,NA,70
"546","2004-06-29",NA,NA,70
"547","2004-06-30",NA,NA,70
"548","2004-07-01",NA,NA,70
"549","2004-07-02",NA,NA,70
"550","2004-07-03",NA,NA,70
"551","2004-07-04",NA,NA,70
"552","2004-07-05",NA,NA,70
"553","2004-07-06",NA,NA,70
"554","2004-07-07",NA,NA,70
"555","2004-07-08",NA,NA,70
"556","2004-07-09",NA,NA,70
"557","2004-07-10",NA,NA,70
"558","2004-07-11",NA,NA,70
"559","2004-07-12",NA,NA,70
"560","2004-07-13",NA,NA,70
"561","2004-07-14",NA,NA,70
"562","2004-07-15",NA,NA,70
"563","2004-07-16",NA,NA,70
"564","2004-07-17",NA,NA,70
"565","2004-07-18",NA,NA,70
"566","2004-07-19",NA,NA,70
"567","2004-07-20",0.807,0.343,70
"568","2004-07-21",NA,NA,70
"569","2004-07-22",NA,NA,70
"570","2004-07-23",NA,NA,70
"571","2004-07-24",NA,NA,70
"572","2004-07-25",NA,NA,70
"573","2004-07-26",NA,NA,70
"574","2004-07-27",NA,NA,70
"575","2004-07-28",NA,NA,70
"576","2004-07-29",NA,NA,70
"577","2004-07-30",NA,NA,70
"578","2004-07-31",NA,NA,70
"579","2004-08-01",NA,NA,70
"580","2004-08-02",NA,NA,70
"581","2004-08-03",NA,NA,70
"582","2004-08-04",NA,NA,70
"583","2004-08-05",NA,NA,70
"584","2004-08-06",NA,NA,70
"585","2004-08-07",NA,NA,70
"586","2004-08-08",NA,NA,70
"587","2004-08-09",NA,NA,70
"588","2004-08-10",NA,NA,70
"589","2004-08-11",NA,NA,70
"590","2004-08-12",NA,NA,70
"591","2004-08-13",NA,NA,70
"592","2004-08-14",NA,NA,70
"593","2004-08-15",NA,NA,70
"594","2004-08-16",NA,NA,70
"595","2004-08-17",NA,NA,70
"596","2004-08-18",NA,NA,70
"597","2004-08-19",NA,NA,70
"598","2004-08-20",NA,NA,70
"599","2004-08-21",NA,NA,70
"600","2004-08-22",NA,NA,70
"601","2004-08-23",NA,NA,70
"602","2004-08-24",NA,NA,70
"603","2004-08-25",NA,NA,70
"604","2004-08-26",NA,NA,70
"605","2004-08-27",NA,NA,70
"606","2004-08-28",NA,NA,70
"607","2004-08-29",NA,NA,70
"608","2004-08-30",NA,NA,70
"609","2004-08-31",NA,NA,70
"610","2004-09-01",NA,NA,70
"611","2004-09-02",NA,NA,70
"612","2004-09-03",NA,NA,70
"613","2004-09-04",NA,NA,70
"614","2004-09-05",NA,NA,70
"615","2004-09-06",0.511,0.165,70
"616","2004-09-07",NA,NA,70
"617","2004-09-08",NA,NA,70
"618","2004-09-09",NA,NA,70
"619","2004-09-10",NA,NA,70
"620","2004-09-11",NA,NA,70
"621","2004-09-12",NA,NA,70
"622","2004-09-13",NA,NA,70
"623","2004-09-14",NA,NA,70
"624","2004-09-15",NA,NA,70
"625","2004-09-16",NA,NA,70
"626","2004-09-17",NA,NA,70
"627","2004-09-18",NA,NA,70
"628","2004-09-19",NA,NA,70
"629","2004-09-20",NA,NA,70
"630","2004-09-21",NA,NA,70
"631","2004-09-22",NA,NA,70
"632","2004-09-23",NA,NA,70
"633","2004-09-24",NA,NA,70
"634","2004-09-25",NA,NA,70
"635","2004-09-26",NA,NA,70
"636","2004-09-27",NA,NA,70
"637","2004-09-28",NA,NA,70
"638","2004-09-29",NA,NA,70
"639","2004-09-30",NA,NA,70
"640","2004-10-01",NA,NA,70
"641","2004-10-02",NA,NA,70
"642","2004-10-03",NA,NA,70
"643","2004-10-04",NA,NA,70
"644","2004-10-05",NA,NA,70
"645","2004-10-06",0.574,0.131,70
"646","2004-10-07",NA,NA,70
"647","2004-10-08",NA,NA,70
"648","2004-10-09",NA,NA,70
"649","2004-10-10",NA,NA,70
"650","2004-10-11",NA,NA,70
"651","2004-10-12",2.01,0.66,70
"652","2004-10-13",NA,NA,70
"653","2004-10-14",NA,NA,70
"654","2004-10-15",NA,NA,70
"655","2004-10-16",NA,NA,70
"656","2004-10-17",NA,NA,70
"657","2004-10-18",NA,NA,70
"658","2004-10-19",NA,NA,70
"659","2004-10-20",NA,NA,70
"660","2004-10-21",NA,NA,70
"661","2004-10-22",NA,NA,70
"662","2004-10-23",NA,NA,70
"663","2004-10-24",NA,NA,70
"664","2004-10-25",NA,NA,70
"665","2004-10-26",NA,NA,70
"666","2004-10-27",NA,NA,70
"667","2004-10-28",NA,NA,70
"668","2004-10-29",NA,NA,70
"669","2004-10-30",NA,NA,70
"670","2004-10-31",NA,NA,70
"671","2004-11-01",NA,NA,70
"672","2004-11-02",NA,NA,70
"673","2004-11-03",NA,NA,70
"674","2004-11-04",NA,NA,70
"675","2004-11-05",1.21,0.256,70
"676","2004-11-06",NA,NA,70
"677","2004-11-07",NA,NA,70
"678","2004-11-08",NA,NA,70
"679","2004-11-09",NA,NA,70
"680","2004-11-10",NA,NA,70
"681","2004-11-11",NA,NA,70
"682","2004-11-12",NA,NA,70
"683","2004-11-13",NA,NA,70
"684","2004-11-14",NA,NA,70
"685","2004-11-15",NA,NA,70
"686","2004-11-16",NA,NA,70
"687","2004-11-17",NA,NA,70
"688","2004-11-18",NA,NA,70
"689","2004-11-19",NA,NA,70
"690","2004-11-20",NA,NA,70
"691","2004-11-21",NA,NA,70
"692","2004-11-22",NA,NA,70
"693","2004-11-23",3,0.403,70
"694","2004-11-24",NA,NA,70
"695","2004-11-25",NA,NA,70
"696","2004-11-26",NA,NA,70
"697","2004-11-27",NA,NA,70
"698","2004-11-28",NA,NA,70
"699","2004-11-29",NA,NA,70
"700","2004-11-30",NA,NA,70
"701","2004-12-01",NA,NA,70
"702","2004-12-02",NA,NA,70
"703","2004-12-03",NA,NA,70
"704","2004-12-04",NA,NA,70
"705","2004-12-05",NA,NA,70
"706","2004-12-06",NA,NA,70
"707","2004-12-07",NA,NA,70
"708","2004-12-08",NA,NA,70
"709","2004-12-09",NA,NA,70
"710","2004-12-10",NA,NA,70
"711","2004-12-11",NA,NA,70
"712","2004-12-12",NA,NA,70
"713","2004-12-13",NA,NA,70
"714","2004-12-14",NA,NA,70
"715","2004-12-15",NA,NA,70
"716","2004-12-16",NA,NA,70
"717","2004-12-17",3.21,0.359,70
"718","2004-12-18",NA,NA,70
"719","2004-12-19",NA,NA,70
"720","2004-12-20",NA,NA,70
"721","2004-12-21",NA,NA,70
"722","2004-12-22",NA,NA,70
"723","2004-12-23",NA,NA,70
"724","2004-12-24",NA,NA,70
"725","2004-12-25",NA,NA,70
"726","2004-12-26",NA,NA,70
"727","2004-12-27",NA,NA,70
"728","2004-12-28",NA,NA,70
"729","2004-12-29",NA,NA,70
"730","2004-12-30",NA,NA,70
"731","2004-12-31",NA,NA,70
"732","2005-01-01",NA,NA,70
"733","2005-01-02",NA,NA,70
"734","2005-01-03",NA,NA,70
"735","2005-01-04",NA,NA,70
"736","2005-01-05",NA,NA,70
"737","2005-01-06",NA,NA,70
"738","2005-01-07",NA,NA,70
"739","2005-01-08",NA,NA,70
"740","2005-01-09",NA,NA,70
"741","2005-01-10",NA,NA,70
"742","2005-01-11",NA,NA,70
"743","2005-01-12",NA,NA,70
"744","2005-01-13",NA,NA,70
"745","2005-01-14",NA,NA,70
"746","2005-01-15",NA,NA,70
"747","2005-01-16",NA,NA,70
"748","2005-01-17",NA,NA,70
"749","2005-01-18",NA,NA,70
"750","2005-01-19",NA,NA,70
"751","2005-01-20",NA,NA,70
"752","2005-01-21",NA,NA,70
"753","2005-01-22",NA,NA,70
"754","2005-01-23",NA,NA,70
"755","2005-01-24",NA,NA,70
"756","2005-01-25",NA,NA,70
"757","2005-01-26",NA,NA,70
"758","2005-01-27",NA,NA,70
"759","2005-01-28",4.1,0.477,70
"760","2005-01-29",NA,NA,70
"761","2005-01-30",NA,NA,70
"762","2005-01-31",NA,NA,70
"763","2005-02-01",NA,NA,70
"764","2005-02-02",NA,NA,70
"765","2005-02-03",0.199,0.125,70
"766","2005-02-04",NA,NA,70
"767","2005-02-05",NA,NA,70
"768","2005-02-06",NA,NA,70
"769","2005-02-07",NA,NA,70
"770","2005-02-08",NA,NA,70
"771","2005-02-09",NA,NA,70
